text,class
"b'kate ( jennifer aniston ) is having some problems . \nit appears the twenty-eight year old is not happy with her slow progression up the company ladder , and her love life apparently leaves something to be desired . \nshe learns that her problems are related , as the owner of her advertising agency , mr . mercer ( kevin dunn ) , explains to her that her single status does not bode well with the company . \nher freedom would make her more likely to leave the company , taking clients with her . \na solution presents itself in nick ( jay mohr ) , a wedding videographer who kate meets through a coincidence and gets photographed with . \nkate\'s boss , darcy ( illeana douglas ) , uses the photograph to fabricate a wedding engagement between kate and nick . \nkate is at first repulsed by the idea , but after getting immediate positive results , she pursues it . \nher first task is to convince nick to go along with her plan . \nthe actual plan consists of nick pretending to be her fianc ? . \nat a dinner with kate\'s bosses he will provoke a fight and they will break up . \nshe meets nick to propose the plan . \nhe accepts . \nkate\'s new status brings unexpected results in other areas . \nthe office bad boy , sam ( kevin bacon ) , who wouldn\'t give kate the time of day , now does . \nnow that she is engaged , he pursues an affair with her , as doing so would destroy her good girl image , hence sam\'s sudden interest . \nthings start to fall apart for kate , as it becomes apparent that nick really likes her , and does not wish to break up with her . \nafter some provoking nick does oblige , but problems continue for kate . \nit appears sam is no longer interested now that she is available . \nor maybe kate does like nick , but "" reconciliation "" will force her to admit her lies to her employer . \nadding to her mess is the constant prying of her mother ( olympia dukakis ) , who wants her to get married and settle down . \nthere is a scene in this movie where jennifer aniston is ( from the waist up ) only wearing a bra . \nit made me chuckle because it is the only time in the movie when she actually wears one . \nthere is enough cleavage in this movie to satisfy russ meyer . \nit\'s like the director said \'well , we know the story is formulaic and the performances aren\'t that great so , what the heck , let\'s show jennifer\'s assets as often and as uncovered as humanly possible to keep the pg rating . "" \nquite frankly it\'s insulting . \ni don\'t think aniston is a competent enough actress to carry a movie . \nshe did a decent enough job in ed burns\' "" she\'s the one "" because it was a smaller and supporting role , and she just doesn\'t deliver the goods effectively in this movie . \nher performance was not convincing . \nunfortunately , as far as romantic comedies go , this movie adds nothing new to the standard formula for these types of movies . \nthe film is similar to "" my best friends wedding "" in a sense that the leading female character is actually quite vindictive and due her actions , gets no sympathy from me when things go awry . \ni didn\'t care for how quickly kate puts down nick\'s profession by explaining that videotaping weddings wasn\'t glamorous enough for her co-workers . \nat least "" my best friends wedding "" changed the formula a bit and had a somewhat surprise ending . \nno such luck with "" picture perfect "" . \nevery plot occurrence can be spotted a mile away , including a couple that really made no sense . \nafter everything kate had done to prove her loyalty to her company , why would she blindly throw it all away when she should have made sure that nick would even talk to her first , let alone consider a relationship ? \nwas quitting her job a prerequisite to making amends with nick ? \nthrow in the fact that i don\'t think nick and kate spent enough time together to even warrant that rash of a decision . \ni believe that kate liked him , but liked him so intensely that she was willing to throw her career away ? \ni doubt it . \nand what of the ending scene at a wedding where the entire congregation feels it necessary to stop everything and stare at the couple ? \nare mass groups of people simultaneously that interested in total strangers ? \nwell , i guess of the congregation consists of movie extras and the strangers are the movies two lead stars , then that would make sense . \npicture perfect directed by glenn gordon caron \nkate . . . . . . . . . . . . . . . . . . . . . . . . jennifer aniston nick . . . . . . . . . . . . . . . . . . . . . . . . jay \nmohr sam . . . . . . . . . . . . . . . . . . . . . . . . kevin \nbacon mercer . . . . . . . . . . . . . . . . . . . . . kevin \ndunn darcy . . . . . . . . . . . . . . . . . . . . . . illeana \ndouglas rita . . . . . . . . . . . . . . . . . . . . . . . . olympia \ndukakis \nwritten by randy turgeon , february 26 , 1998 . \nvisit my movie reviews ! \nwww . xtdl . com/~canran \n'",0
"b'i think of i know what you did last summer as the movie that scream and scream 2 could have been . \nmind you , though , i mean this in the worst possible way . \ni know what you did last summer is a typical slasher flic without the smarts of the scream\'s . \nas a result , it\'s even worse than some of your better campy horror pictures ( see nightmare on elm street ) because it thinks it\'s about thirty times smarter than it is . \nbased on a teen book of the same name and , disappointingly , adapted by scream scribe kevin williamson , i know what you did last summer begins with appropriately angsty modern rock music combined with some startling cinematography of a cliff along the ocean and an angsty sort sitting at the top . \nthe appropriate mood being set ( this is angst-horror for the 90\'s ) , we cut over to the july 4th parade in a small north carolina town . \nfrom there , we see the blond , female protagonist , helen shivers ( woodenly played by sarah michelle geller ) , getting crowned croaker queen as the blond male "" hero , "" barry cox ( woodenly played by ryan phillipe ) , and matched brunette pair of protagonists , julie james and ray bronson ( woodenly played by party of five\'s jennifer love hewitt and freddie prinze jr . , respectively ) cheer her on . \nafter getting drunk at a party , going to a beach to wittily discuss urban legend and indulge in some foreshadowing , and having some meaningful sex ( if you believe what the characters say ) , the four run down some guy crossing the windy cliff road at night . \nhis face is mangled so they can\'t tell who it is , and they come to the decision to dump him in the ocean so as to not ruin any of their future chances for success in the world . \ncut to one year later . \nthe lives of our protagonists have gone from annoying to bad . \nmain brunette female , the bright one of the bunch , has been plagued with guilt and almost failed out of college . \nblond female has forfeited her dreams of starring on guiding light , and now works at the family store in town . \nbrunette male is a fisherman , living off the land . \nblond male has become a complete jerk and quarterback on some college football team . \nthen , predictably , their past comes back to haunt them . \nit all begins with an irrational murder , followed by some taunting of protagonists by the mysterious killer , bad acting by a good actress ( anne heche ) , an improbable plot , bad acting by the main bad actors , some more killing , concluding in a climactic scene , mostly climactic in the relief at the end of the movie . \nall the while , the actors and actresses spout off bad lines , and main brunette male does his best keanu reeves imitation . \nnot that the movie was without pleasure . \ncount the illogical plot twists and bad lines for some fun . \nmostly , though , note the costumes of main females and how trendily unattractive they make the otherwise eye-catching pair look . \n'",0
"b'since director steven zaillian previously wrote the powerful screenplay for 1993\'s steven spielberg drama "" schindler\'s list "" and directed 1993\'s intelligent "" searching for bobby fischer , "" his new film , "" a civil action , "" should most likely be looked upon as an unfortunate misstep in an otherwise prosperous career . \nwhat doesn\'t make sense is how such high-profile and superb actors as john travolta , robert duvall , william h . macy , and kathleen quinlan got involved in this project , which is both dull and completely ineffective . \nthe film , which involves a small community of children who mysteriously died of leukemia , certainly contains the type of story to be emotionally-charged , but somehow all signs of feeling have been completely removed from the proceedings , leaving us with nothing more than a poorly-done courtroom drama . \nbased on a book by jonathan hart , which was consequently based on a true account , "" a civil action "" is set in 1982 in the town of woburn , mass . , where personal injury lawyer jan schlictmann ( john travolta ) decides to take on the case of eight families who simply want an apology for their children\'s death from leukemia due to unknown causes . \njan originally decides to drop the case , but when he stumbles across to corporate giants , grace and beatrice foods , who have plants located near the families\' homes , he sees all of the pieces suddenly fall into place : the two companies have been leaking harmful chemicals into the nearby lake which , thus , goes into the city\'s drinking water . \nsuddenly , after hearing about the families\' heartbreak and personal stories , he begins to care for them and becomes determined to get to the bottom of the mystery , even though he is warned by his staff accountant ( william h . macy ) that no money is coming in to them , only going out . \nalso figuring into the story is jerome facher ( robert duvall ) , beatrice foods\' corporate counsel , who finds himself in heated waters when jan will not accept his $20-million offer to settle the case . \ncoming from such a talented writer , director , and cast , not to mention one of the most interesting film composers , danny elfman , "" a civil action "" is an astoundingly empty-headed drama , one that includes an intriguing story and somehow transforms it into an admittedly tiresome and occasionally even boring experience . \nperhaps one of its major problems was that in its attempts to be a relatively uncommercial motion picture , zaillian has misplaced its refreshing unconventional attitude with an absence of magnetism and even meaning . \nwatching the film , i couldn\'t help but notice its similarities with 1997\'s far , far superior film "" the sweet hereafter , "" which dealt with a lawyer , played brilliantly by ian holm , investigating a school bus accident that killed a number of children . \nin his attempts to find someone who may have been responsible for the accident , holm interviews the grieving parents , as well as the sole surviving passenger , a teenage girl , which starts to remind him of his own teenage daughter , a young drug-addict who has run away from home . \nnot only was the plotting similar to "" a civil action , "" but it also had the same exact running time of 115 minutes . \nconsidering this , it is amazing how fulfilling and truthful "" a sweet hereafter "" was , not only concentrating on the school bus accident , but delving deeply into ian holm\'s character and his own personal demons , as well as the teenage girl . \nin "" a civil action , "" however , i have no idea where the running time went , since the film is virtually two hours of nothingness . \nwe do not get to know the parents very well , nor any of the main characters . \nthrough its whole duration , i did not learn one thing__not one thing__about travolta\'s lawyer character , jan schlictmann , who doesn\'t appear to have any sort of life or purpose outside of his job . \nevery scene is tediously related directly to the premise , and therefore , there was no one for me to care about or root for . \nyou\'ve got to work pretty hard , actually , to not get an audience to become involved in the parents\' plight , since their children are dead , but that is exactly what "" a civil action "" does . \nto be honest , i would be fairly hard-pressed to state an aspect of the film that i actually liked . \naside from one flashback to when a man\'s young son died on the way to the doctor , i remained unmoved and passive about what was going on in the scenes , and more than once found my mind wandering . \ni could say the performances were good , but who\'s fooling who ? \nsince every character is one-dimensionally written , no one\'s acting abilities are challenged in any way . \ntravolta plays a lawyer well enough , but that\'s about all he does . \nduvall virtually sleepwalks through his role , apparently only appearing to give one-liners at every chance he gets . \nand what in the world is kathy bates doing in the picture\'s final scene , as a judge ? \nshe appears unbilled , since it is just a cameo , but why did she even agree to do it in the first place ? \nfinally , when the conclusion arrived and the end credits began to role , the film left me with another question : what was the point ? \nabruptly ending without any susceptible momentum , where none came before that to begin with , "" a civil action "" seemed to me , at least , to be an example of how not to make a courtroom drama , and it certainly did not do justice to the very serious subject matter the film deals with . \n'",0
"b'silly performances and some huge gaps in logic mar an otherwise interesting tale of an eclectic group of people stranded at "" the last stop cafe and motel "" due to heavy snowfall . \none of the stranded is a colorado state highway patrolman ( adam beach ) who discovers a murder scene and a bag full of cash from a recent bank robbery . \nsomeone amongst the group of strangers is a bank robber and a murderer , but is it the same person or are there multiple criminals ? \nadam beach unfortunately was the wrong choice for the lead in this film . \nhe doesn\'t play the role with enough seriousness to be believable or enough goofiness for it to be funny . \nhis performance is stuck somewhere in the middle , and this film really needed it to be on one side or the other . \nrose mcgowan is cold and unpleasant to the eye as always , and jurgen prochnow . . . \nwhat on earth is he doing in this ? \nbest performance comes from william s . taylor as a cheesy ( yet still somehow cool and confident ) wayne newton drifter type . \nthe last stop is available on dvd from sterling home entertainment . \nas usual with sterling , they\'ve filled out this dvd with extra features . \nthe disc contains the film in its original aspect ratio of 1 . 85 : 1 , a choice of 2 . 0 dolby surround sound or 5 . 1 dolby digital surround sound , a full length audio commentary track with director mark malone , interviews with the cast and crew , the original trailer , and the usual cast and crew biographies . \nthe film itself might not be the greatest , but sterling\'s effort of adding decent extra features while keeping the price affordable ( suggested retail of $19 . 95 ) makes this dvd worth the money . \n[r] \n'",0
"b'capsule : bleak and point-blank -- just the way it should be . \nmakes its case with cold-blooded precision and intelligence . \n "" serial killer chic "" is a relatively new entry to the cultural vocabulary , and one of the more stomach-turning ones . \ni\'ve never found someone automatically admirable or even interesting because they killed creatively or in great numbers , and because of that i had apprehensions about seeing henry . \ni wasn\'t sure i wanted to see the story of multiple murderer henry lee lucas portrayed as some kind of nihilistic hero/antihero . \nthankfully , that\'s not the way henry works . \nthe director , john mcnaughton , took a small budget and a gallery of actor friends and created a chilling and intelligent piece of work . \nit doesn\'t provide cheap-jack explanations for henry\'s behavior : it shows him up for what he is , an unrepentant and un-idolizable man who killed when the mood struck him . \nat the film\'s opening , henry\'s friend ottis toole has a sister , who comes by to stay while she tries to find work in chicago . \nin a viciously riveting scene , he admits matter-of-factly to having murdered his own mother , and she covers his hand with hers . \nthey are damned together from that moment on . \nhenry and ottis eventually begin to kill for fun . \nthe movie is especially good at showing how they seem to have drifted casually into it : there\'s a scene where the two go to buy a new tv . \nthe pawnbroker they talk to goads henry with ugly words , and henry responds by stabbing the man to death with a soldering iron . \nno preface -- it smashes into us as suddenly as it does the broker . \nin a scene which many damned the movie for , unseen , they steal a video camera and film the murder of a whole household , playing it back over and over again for their own enjoyment . \nthe movie itself , however , does not glorify the killings , but shows instead that henry feels no joy at his work , only irritation . \nhenry succeeds thanks to excellent writing and direction as well as acting . \nmichael rooker is credible as henry from the first frame , just standing there , and the rest of the cast works by being unaffected and casual as well . \nthe producers had originally comissioned a slasher film from mcnaughton , but he decided to give them something more memorable , and consequently the film nearly didn\'t see release . \nthe film does not glorify or justify -- it just shows us , with unflinching coldness , what henry was . \ni\'m hard pressed to see how anyone can see this and consider henry any kind of "" victim "" or "" hero "" . \nthen again , probably , so would henry . \n'",1
"b'the only two really good things that i can say about tarzan and the lost city are as follows : jane march was very cute as jane , and the movie was thankfully under 90 minutes in length . \nif you haven\'t already figured it out , i didn\'t like this movie very much . \nthe plot was boring and contrived to the extreme . \ntarzan ( casper van dien ) has now left the jungle and living in civilized society . \nhe is just days away from his impending marriage to jane , played by the aptly named jane march . \nback in his former home of africa , a group of looters has found the key to locating a lost city . \n ( mind you i never really figured out why they actually wanted to find this city . ) \nanyway , tarzan\'s old jungle friend appears to him in a vision . \ntarzan realizes that he must return to africa to help stop the bad guys from finding the lost city . \nhe leaves jane ( his first mistake , in my opinion ) and travels to africa . \nof course , jane is hot on her ape man\'s heals . \nthe two of them are reunited in africa where they do battle with the bad guys . \nsound like a dumb explanation of the plot ? \nit\'s actually an improvement over the real thing . \nthe acting is just plain awful . \ni\'m not quite sure what casper van dien was doing in this film , but it wasn\'t acting . \njane march wasn\'t a heck of a lot better , but at least she is easy on the eyes . \ncompounding the bad acting was the fact that in many places the dialogue had obviously been re-recorded , and i\'ve seen better dubbing in some old bruce lee movies . \nadded to the sound problems was the cinematography . \nthis film was filled with beautiful african scenery . \nbut the panoramic scenery shots looked overexposed to me . \nquite frankly , i think you could probably do a better job capturing the beauty of africa with a camcorder than this bunch did with professional film equipment . \nthen we have the special effects . \n "" special effects in a tarzan movie ? "" \nyou are no doubt asking yourself ? \nyes friends , the writers injected some very out of place supernatural elements into the story . \nprobably for the sake of using cgi , since it did nothing but hurt the story . \nin most parts , they weren\'t bad , just nothing special . \nbut , they were more than a little on the hokey side . \nexcept of course , when we got to the ridiculous climax of this movie . \nthe grand finale\'s special effects went right into the toilet at that point . \nit almost looked like they had run out of money . \nthese effects were of noticeably lower quality than those in the rest of the film and looked like something in an amateur video production . \ni took one lesson away from watching tarzan and the lost city -- ape men and bones that morph into skeletal warriors don\'t mix . \nstay far away from this version of tarzan . \n'",0
"b""there have been bad films in recent years : 'mr . \nmagoo' was by far the worst ever made , the spectacularly bad 'blue in the face' , the horrible 'baby genuises' and now 'i woke up early the day i died' . \nit may not however be the worst movie made but it certainly ranks as one bad movie . \nthe film's acting ( if that's what you want to call it ) is well mediocre to me . \nloaded with a sensational cast you would think that the cast would at least save the film a bit , boy was i wrong . \nafter escaping from a mental institution 'the thief' played by billy zane goes out in the real world and finds that it is pretty harsh and gritty . \nhe turns to burglary to survive , robs a loan back , kills the loan officer and runs with thousands . \na country-wide man hunt is on for him to catch him and bring him down . \nhe ends up in a cemetery where he puts his money in a coffin to keep it for later , comes back and realizes that someone took it and put it somewhere . \nnow he is determined to kill all the visitors at the funeral earlier that day until he gets his money back , ultimately leading to a finale that is less that satisfying . \na film which was based on a 'long-lost' script by ed wood , i have only one question : no dialogue , only music and movement where exactly is the point ? \nthe film moves along at a rather slow pace , but does have one advantage : the soundtrack which is catchy and vibrant except the first song which can be offensive to some . \nit opens with a fun , innovative opening credits sequence and quickly goes downhill after that . \nsome of the low points are when 'the thief' steals a woman's purse , and then she faints , sandra bernhard as a dancer and tippi hendren as a deaf woman whom 'the thief' kills to the music of 'psycho' . \ncome on people get some new ideas already ! \nwhat's even worse is that the film has no plot at all . \nwell to a certain extent it does , but who cares by the time the middle of the film arrives we're bored out of our mind and ready for something fun and exciting to happen . \n'i woke up early the day i died' is a perfectly bad film . \nit shows us how low filmmakers get sometimes just when desperate to make a movie . \neven with the huge cast talent , the film is a waste of my time and certainly a waste of yours . \n""",0
"b'set in the late 80\'s at the height of yuppie excess and based on the book by bret easton ellis ( who explored the same themes in another book which was also made into a movie , less than zero ) , american psycho puts a new spin on the yuppie "" genre "" that ellis helped to create . \nchristian bale is perfectly cast as patrick bateman , a high powered yuppie who hides a terrible secret from his fianc ? e and his colleagues . \nit seems that bateman is a serial killer and , unfortunately for his contemporaries , his tenuous grasp on reality is starting to slip . \nas he tries to balance his meticulous daily routines with slaughtering co-workers and prostitutes and hiding their bodies , his mental fabric slowly begins to unravel . \ni was first introduced to the novel when i was still in high school . \ni read an associated press article in our local sunday newspaper detailing the problems ellis was having getting his novel published due to the controversial violence in it . \nas usual when anything is controversial i try to seek it out , but i soon forgot about the novel and didn\'t end up thinking about it again until i stumbled across it a couple of years later at a bookstore . \ni picked it up and read it , but was ultimately disappointed because it left more questions than answers . \nthe movie has a similar effect , but at least it\'s less cryptic than ellis\' novel . \nfor once , a film has actually turned out to be better than the novel it was based on . \nboth the book and the film open with bateman describing his fastidious morning preparations ( down to exactly what facial scrubs and exfoliating creams he uses ) but the novel seems to concentrate more on these excesses throughout . \nthe movie continues to touch upon these things but makes more of a point to immerse us in bateman\'s impending madness than to detail things as painstakingly as the novel does . \nas a result , the film is immensely more entertaining . \nlions gate seems to be the studio champion of controversial films ( having picked up kevin smith\'s catholic-rattling dogma ) and here with american psycho there is no difference . \nscreenwriters mary harron and guinevere turner had the unenviable task of trying to take a novel about yuppies filled with graphic violence and sex and make a marketable film out of it . \nsome cuts had to be made to the finished film to keep from getting an nc-17 , mainly involving a sex scene comprising bateman and two women , and initial reports said the film was unwatchable . \nthankfully , it is watchable and harron and turner have made one of the most scathingly satirical films this side of south park : bigger , longer & uncut . \nside note #1 : co-writer guinevere turner also makes an appearance in the film as an ill-fated acquaintance of bateman\'s who , after bateman suggests that she start making out with a female prostitute , proclaims that she\'s not a lesbian nor has any interest in it . \nthe ironic humor of the scene stems from the fact that turner ( the writer/director of the film go fish and who also assisted kevin smith with parts of his script for chasing amy ) is a lesbian . \nit\'s a subtle in-joke and it\'s one i found to be pretty humorous . \ndespite having a rather high profile supporting cast of young up-and-comers ( including reese witherspoon ) , most of the roles are a waste and are the equivalent of extended billed cameos . \nthe real draw here is christian bale and his over-the-top performance as patrick bateman . \nwhenever i read a novel i always try to imagine what it would be like as a movie and who would be perfect to cast as the characters . \ni always had a hard time trying to decide who i would cast as bateman , but i never thought bale would deliver a performance as perfect as his ends up being . \nto say bale runs away with the character is a vast understatement and he proves that he\'s as adept at chewing scenery as al pacino or rod steiger . \none sequence in particular , involving bateman describing his love for huey lewis and the news\' song "" hip to be square "" right before burying an axe in a co-worker\'s head , features one of the most eccentric and kinetic performances i have ever seen on film . \nside note #2 : despite the fact that huey lewis\' "" hip to be square "" and a pair of phil collins songs appear in the film , don\'t expect to see them on the soundtrack release . \nhuey lewis expressly requested that his song , featured in a rather large set piece in the film ( much akin to the use of "" stuck in the middle with you "" in reservoir dogs ) , not be included on any soundtrack release . \ni\'m assuming that collins requested the same . \non a similar note , whitney houston\'s cover of "" the greatest love of all "" is also involved in a scene comparable to the other two and it is very obvious that it isn\'t the houston version at all but merely an instrumental version culled from an unknown source . \napparently , houston wasn\'t as open about the use of her song as the others were . \na bigger controversy than the violence and sex has been brewing since the film\'s release : that of whether or not patrick has actually committed the crimes we have viewed during the course of the film . \ndon\'t look to the book for any answers because it will only serve to confuse you more . \nseveral web sites have been dedicated to the subject but i\'m still undecided . \nthere is evidence both for and against but the most scathing evidence against comes from a scene near the end of the film where bateman goes on a killing spree taking out cops , old ladies , and cleaning staff with equal gusto . \nthe scene seemed very dream-like and as absurd as the action films it suddenly seems to be parodying ( as an example , bateman blows up a police car very cinematically after firing several shots from a handgun in the general direction of the car ) . \ni kept waiting for bateman to wake up and for the film to continue on from there , but bateman never does wake up and the whole sequence , though comic , throws the film off-balance ( which i suppose was the intention ) . \nother than the few flaws i have mentioned , american psycho is an incredibly entertaining film ( although you may not leave the movie fully understanding whether or not what has just transpired actually occurred in bateman\'s reality ) . \ni think this movie is destined for greatness as a cult film and deserves the spot it will take as such . \nit may not change anyone\'s life , but it will certainly have an effect . \ni know i will certainly hear "" hip to be square "" in a different context the next time i hear it . \n[r] \n'",1
"b'synopsis : in phantom menace the galaxy is divided into power groups whose interests will inevitably collide in later sequels . \nthere is an overarching galactic united nations-type organization called the senate presided by a weak chancellor . \nwithin the senate two camps are at odds : a bickering , isolationist alliance called the republic and their aggressive rival the trade federation . \npreserving law and order are a council of jedi knights who are meanwhile searching for a prophesied chosen one of virgin birth . \nmanipulating events behind the scenes is a dangerous , reemerging clan called the dark lords of sith , so shadowy and secretive that they comprise a "" phantom "" menace . \njedi knight qui-gon jinn ( liam neeson ) and his apprentice obi-wan kenobi ( ewan mcgregor ) witness an invasion of teenage queen amidala\'s home planet naboo and befriend a gungan named jar jar ( ahmed best ) . \non the desert planet of tatooine the two jedi , jar jar , and amidala ( natalie portman ) attend a lengthy drag race involving the young boy anakin skywalker ( jake lloyd ) . \nthe five protagonists try to solicit help for freeing naboo by visiting the city planet of coruscant where a lot of debate and political maneuvering takes place . \ncan they free amidala\'s helpless planet ? \nopinion : on tv last night i watched young , wannabe celebs pay $400 a ticket and come running out of theaters to bask in front of news cameras , gushing with testimonials of the phantom menace\'s greatness in exchange for a few seconds of being on national television . \ngiven this kind of media mania i wondered if phantom menace , the most anticipated movie of 1999 , could possibly live up to the extraordinary hype that preceded it . \ndoes phantom menace match the exaggerated hype ? \ndirector george lucas answers , "" it\'s only a movie . "" \nto me , any movie with russian-sounding accents for bad guys , jamaican accents for good guys , and middle eastern-sounding accents for seedy gamblers accents can be expected to be more tongue in cheek than profound . \nvisually , star wars : episode i --the phantom menace ( 1999 ) is a kid show where parents can take their young ones to marvel at child-friendly cgi characters and wondrous backdrops even if the character dialogue ( mostly geopolitics ) is beyond the level of children . \nit is left to parents to patiently explain the conversation : droid origins , family lineage , the definitions of terms like blockade , appeasement , federation , alliance , symbiosis , satellite-controlled robots et cetera . \nat least this much is clear : there\'s plenty of eye candy , and in the last few minutes it\'s good guys and joe camel lookalikes versus a caped , horned red devil character and his mechanical hordes . \nweaknesses : weaknesses lie in the writing and in the performance . \nat first it seems like the film is to be an invasion story , but then phantom takes an hour-long detour to cover one chariot race before returning to the invasion theme . \nthis dilutes the central story . \nadditionally , smaller scenes seem written self consciously , as if they were added more to fill us in on extraneous background information for other movies rather than form an integral part of the present movie . \nveteran actors liam neeson and ewan mcgregor noticeably outperform the other acting leads . \nbetter ensemble chemistry between the five leads and background information that is central to a tight story line could have made have given phantom stronger performances and storytelling punch . \nstrengths : on the bright side phantom menace as a big-budget production is far ahead of the competition in terms of making whimsical creatures , worlds and vehicles appear real . \nthe film boasts sophisticated , top-of-the-line visuals and quality exotic costumes , a musical score entertaining enough to stand alone , and three worthwhile sequences in the second half . \nbottom line ? \nseeing the film is entertaining and informative , like a visual theme park with star wars filler information serving as dialogue between impressive money shots . \nwe are bound to be completely inundated by star wars publicity , music and tie-ins for the next few months . \n'",1
"b'hav plenty , as we are told in the beginning and reminded during the film , is a true story . \nlife itself is a series of true stories , but most are not movie material . \nas scripted , directed , and acted by cinematic newcomer christopher scott cherot , hav plenty limps along at best . \nits dialog is so stilted - "" you know what they say , \'no women ; no cry . \' "" \n- that the actors are content to read the screenplay rather than invest much energy in trying to act it . \nin the story , lee plenty ( cherot ) is a 28-year-old author and teaching assistant . \nthe movie , which happens mainly over the new year\'s holiday , consists of a series of incidents in which various single and married women try to kiss lee or take him to bed . \nsince he consistently refuses , caroline gooden ( tammi katherine jones ) figures that he must be gay . \neventually he and havilland "" hav "" savage ( chenoa maxwell ) get together , proving that he wasn\'t gay after all , just picky . \nsexy women can sit on his lap and ask him to go to bed with them , but he will not even kiss them . \nhe\'s a man who knows his mind , which he frequently shares directly with the audience in a series of trite and overly cute monologues . \nfilled with wealthy african-americans , the story is closest in tone to love jones , which was better . \nhav plenty\'s story doesn\'t go anywhere . \nat the end it subjects us to lee plenty\'s new film , which is a movie of the movie we\'ve just seen , but with even worse acting . \n "" remember folks that , as outrageous as this all seems , this is a true story . "" \nhav tells the camera , but the problem is that it\'s not outrageous at all or even the least bit interesting . \nhav plenty isn\'t so much a bad film as it is a total waste of the audience\'s time . \nhav plenty runs 1 : 32 . \nit is rated r for profanity and would be fine for most teenagers . \n'",0
"b'brian de palma\'s snake eyes stars nicolas cage\'s evil twin , who confusingly uses the same stage name as his talented brother . \nlike a foreign tourist who screams his lines in english to ensure that he will be understood , cage yells with the ferocity of a man with a bad case of caffeine overload . \nde palma , whose last great film , the untouchables , was crafted over a decade ago seems to have lost his magic . \nin snake eyes , he manages to elicit some of the worst performances possible out of a skilled cast . \nonly gary sinise rises slightly above the hackneyed material . \nthe rest of the actors become caricatures in this by-the-numbers thriller . \nryuichi sakamoto\'s atmospheric and melodramatic music dominates almost every scene . \nheavy on the long violin notes , its rhythm is punctuated by thunder . \n ( the script by de palma and lost world\'s david koepp sets the action during a hurricane in an attempt to pump up the adrenaline level and the noise . \nonly the latter is achieved . ) \ncage plays rick santoro , a corrupt atlantic city cop who shakes down criminals to get betting money . \nthe movie takes place over a single evening when a world championship fight is being held . \nwith a flashy , bad wardrobe and a gold cell phone , rick is an obnoxious cop who doesn\'t know when to shut up . \nspouting cliched and ridiculous dialog , he screams such lines as , "" i was made for the sewer , baby ! "" \nactually the line is more apropos for the movie as a whole . \nsinise plays kevin dunne , a naval officer who is in charge of the security for the secretary of the navy , who has come to watch the fight . \nbut most people in the film are not who they seem to be , and the thin script makes all of them easy to guess . \nthe plot , which is told in endless flashbacks , concerns the assassination of the secretary through a scheme set up by some malevolent businessmen ? that adjective is , of course , redundant in hollywood thrillers . \nthe flashbacks become repetitious with the same scene shown again and again , sometimes from a different perspective and sometimes not . \nalthough a brian de palma film requires a certain amount of gratuitous violence , this one is remarkably tame for the man who became famous when he made carrie . \nthe movie\'s outline has some promise , but the movie itself is leaden . \nthe film takes itself all too seriously . \nat best , it is a 1940s-style b movie . \na little humor would have helped the script some , but a complete rewrite would have been better . \nand , although i hate to say it , a different director would have been the biggest improvement . \nsnake eyes runs 1 : 39 . \nit is rated r for violence and would be acceptable for teenagers . \n'",0
